"sample"	"reads_total"	"reads_assigned_bins"	"percentage_duplicates"	"median_bin_count"	"filter_corr_value"	"filtered"	"is_normal"	"find_normal_cv"	"timepoint"	"total_reads"	"dups_removed"	"reads_kept"	"dups_percentage"
"SC89_NKI_12P_R21C11yesS_A_W_C2_S1524"	993737	721824	0.27	48	0.992	"kept"	FALSE	0.39	"primary"	993737	271913	721824	0.273626724173499
"SC89_NKI_12P_R21C13yesS_A_W_C2_S1526"	1218996	879506	0.28	58	0.989	"kept"	FALSE	0.38	"primary"	1218996	339490	879506	0.278499683345967
"SC89_NKI_12P_R21C15yesS_A_W_C2_S1528"	1603121	1174933	0.27	80	0.979	"kept"	FALSE	0.35	"primary"	1603121	428188	1174933	0.267096494899636
"SC89_NKI_12P_R21C23yesS_A_W_C1_S1536"	1568863	1148007	0.27	81	0.241	"removed"	TRUE	0.04	"primary"	1568863	420856	1148007	0.26825541809578
"SC89_NKI_12P_R21C33yesS_A_W_C2_S1546"	894843	664005	0.26	45	0.98	"kept"	FALSE	0.35	"primary"	894843	230838	664005	0.257964804999313
"SC89_NKI_12P_R21C34yesS_A_W_C2_S1547"	1715058	1260170	0.27	91	0.488	"removed"	FALSE	0.16	"primary"	1715058	454888	1260170	0.265231846386536
"SC89_NKI_12P_R21C49yesS_A_W_C2_S1562"	195220	169832	0.13	12	0.901	"kept"	FALSE	0.38	"primary"	195220	25388	169832	0.130048150804221
"SC89_NKI_12P_R21C4yesS_A_W_C1_S1517"	1119581	802598	0.28	59	0.854	"kept"	TRUE	0.01	"primary"	1119581	316983	802598	0.283126455343562
"SC89_NKI_12P_R21C50yesS_A_W_C2_S1563"	1264334	931625	0.26	63	0.995	"kept"	FALSE	0.31	"primary"	1264334	332709	931625	0.263149610783227
"SC89_NKI_12P_R21C58yesS_A_W_C1_S1571"	916734	671653	0.27	44	0.732	"removed"	FALSE	0.38	"primary"	916734	245081	671653	0.267341453464146
"SC89_NKI_12P_R21C61yesS_A_W_C1_S1574"	1604950	1187163	0.26	84	0.985	"kept"	FALSE	0.3	"primary"	1604950	417787	1187163	0.260311536184928
"SC89_NKI_12P_R21C64yesS_A_W_C2_S1577"	1506372	1158332	0.23	79	0.985	"kept"	FALSE	0.36	"primary"	1506372	348040	1158332	0.231045186713508
"SC89_NKI_12P_R22C15yesS_A_W_C2_S1600"	843776	673113	0.2	44	0.974	"kept"	FALSE	0.39	"primary"	843776	170663	673113	0.20226102662318
"SC89_NKI_12P_R22C18yesS_A_W_C1_S1603"	1552540	1141548	0.26	76	0.975	"kept"	FALSE	0.38	"primary"	1552540	410992	1141548	0.264722325994821
"SC89_NKI_12P_R22C21yesS_A_W_C1_S1606"	1907581	1427105	0.25	100	0.981	"kept"	FALSE	0.3	"primary"	1907581	480476	1427105	0.251877115572026
"SC89_NKI_12P_R22C23yesS_A_W_C1_S1608"	1447367	1072141	0.26	70	0.909	"kept"	FALSE	0.43	"primary"	1447367	375226	1072141	0.259247309079176
"SC89_NKI_12P_R22C29yesS_A_W_C2_S1614"	1669880	1234115	0.26	87	0.887	"kept"	FALSE	0.32	"primary"	1669880	435765	1234115	0.260955877069011
"SC89_NKI_12P_R22C2yesS_A_W_C1_S1587"	326888	297958	0.09	20	0.962	"kept"	FALSE	0.36	"primary"	326888	28930	297958	0.0885012603705245
"SC89_NKI_12P_R22C33yesS_A_W_C2_S1618"	890094	664148	0.25	44	0.509	"removed"	FALSE	0.7	"primary"	890094	225946	664148	0.253845099506344
"SC89_NKI_12P_R22C34yesS_A_W_C2_S1619"	1870063	1400537	0.25	96	0.972	"kept"	FALSE	0.33	"primary"	1870063	469526	1400537	0.251074963784643
"SC89_NKI_12P_R22C37yesS_A_W_C1_S1622"	1824799	1368699	0.25	96	0.969	"kept"	FALSE	0.3	"primary"	1824799	456100	1368699	0.249945336445274
"SC89_NKI_12P_R22C3yesS_A_W_C1_S1588"	1786520	1325239	0.26	91	0.979	"kept"	FALSE	0.31	"primary"	1786520	461281	1325239	0.258200859772071
"SC89_NKI_12P_R22C40yesS_A_W_C1_S1625"	1887263	1396456	0.26	96	0.983	"kept"	FALSE	0.33	"primary"	1887263	490807	1396456	0.260062852925109
"SC89_NKI_12P_R22C41yesS_A_W_C1_S1626"	1571287	1151170	0.27	78	0.962	"kept"	FALSE	0.39	"primary"	1571287	420117	1151170	0.267371269538919
"SC89_NKI_12P_R22C42yesS_A_W_C1_S1627"	1302393	1024802	0.21	72	0.994	"kept"	FALSE	0.32	"primary"	1302393	277591	1024802	0.213139198383284
"SC89_NKI_12P_R22C48yesS_A_W_C2_S1633"	1817682	1361623	0.25	94	0.993	"kept"	FALSE	0.34	"primary"	1817682	456059	1361623	0.250901422801128
"SC89_NKI_12P_R22C5yesS_A_W_C1_S1590"	589872	430315	0.27	31	0.571	"removed"	FALSE	0.09	"primary"	589872	159557	430315	0.270494276724442
"SC89_NKI_12P_R22C60yesS_A_W_C1_S1645"	1880440	1437202	0.24	100	0.993	"kept"	FALSE	0.35	"primary"	1880440	443238	1437202	0.235709727510583
"SC89_NKI_12P_R22C62yesS_A_W_C1_S1647"	827890	640861	0.23	48	0.879	"kept"	TRUE	0.02	"primary"	827890	187029	640861	0.225910447040066
"SC89_NKI_12P_R22C64yesS_A_W_C2_S1649"	1111025	831174	0.25	56	0.977	"kept"	FALSE	0.36	"primary"	1111025	279851	831174	0.251885421120137
"SC89_NKI_12P_R22C9yesS_A_W_C2_S1594"	188658	152828	0.19	9	0.846	"kept"	FALSE	0.35	"primary"	188658	35830	152828	0.189920385035355
"SC89_NKI_12P_R23C21yesS_A_W_C1_S1678"	1999116	1518197	0.24	106	0.984	"kept"	FALSE	0.35	"primary"	1999116	480919	1518197	0.240565830096903
"SC89_NKI_12P_R23C2yesS_A_W_C1_S1659"	820679	602756	0.27	41	0.811	"kept"	TRUE	0.05	"primary"	820679	217923	602756	0.265539876126963
"SC89_NKI_12P_R23C31yesS_A_W_C2_S1688"	284396	249939	0.12	18	0.757	"removed"	TRUE	0.03	"primary"	284396	34457	249939	0.121158525436363
"SC89_NKI_12P_R23C34yesS_A_W_C2_S1691"	871345	729306	0.16	51	0.984	"kept"	FALSE	0.35	"primary"	871345	142039	729306	0.163011206812457
"SC89_NKI_12P_R23C43yesS_A_W_C1_S1700"	1728886	1284143	0.26	89	0.987	"kept"	FALSE	0.35	"primary"	1728886	444743	1284143	0.257242524955376
"SC89_NKI_12P_R23C44yesS_A_W_C1_S1701"	1274019	993650	0.22	68	0.991	"kept"	FALSE	0.35	"primary"	1274019	280369	993650	0.220066576715104
"SC89_NKI_12P_R23C47yesS_A_W_C2_S1704"	1382510	1056982	0.24	72	0.978	"kept"	FALSE	0.37	"primary"	1382510	325528	1056982	0.23546158798128
"SC89_NKI_12P_R23C51yesS_A_W_C2_S1708"	1251420	919180	0.27	62	0.886	"kept"	FALSE	0.42	"primary"	1251420	332240	919180	0.265490402902303
"SC89_NKI_12P_R23C5yesS_A_W_C1_S1662"	1572708	1155870	0.27	85	0.95	"kept"	TRUE	0.01	"primary"	1572708	416838	1155870	0.265044750837409
"SC89_NKI_12P_R23C64yesS_A_W_C2_S1721"	1186417	894676	0.25	60	0.992	"kept"	FALSE	0.37	"primary"	1186417	291741	894676	0.24590089319354
"SC89_NKI_12P_R23C70yesS_A_W_C2_S1727"	687000	570290	0.17	40	0.982	"kept"	FALSE	0.35	"primary"	687000	116710	570290	0.169883551673945
"SC89_NKI_12P_R23C71yesS_A_W_C2_S1728"	1132463	865855	0.24	59	0.973	"kept"	FALSE	0.38	"primary"	1132463	266608	865855	0.2354231440674
"SC89_NKI_12P_R23C8yesS_A_W_C1_S1665"	1653910	1315604	0.2	91	0.98	"kept"	FALSE	0.36	"primary"	1653910	338306	1315604	0.204549219727797
"SC89_NKI_12P_R24C17yesS_A_W_C2_S1746"	1416655	1056264	0.25	71	0.747	"removed"	FALSE	0.33	"primary"	1416655	360391	1056264	0.254395742082582
"SC89_NKI_12P_R24C18yesS_A_W_C1_S1747"	1438895	1104563	0.23	74	0.968	"kept"	FALSE	0.38	"primary"	1438895	334332	1104563	0.232353298885603
"SC89_NKI_12P_R24C28yesS_A_W_C2_S1757"	1071848	810631	0.24	55	0.991	"kept"	FALSE	0.35	"primary"	1071848	261217	810631	0.243707130115464
"SC89_NKI_12P_R24C36yesS_A_W_C1_S1765"	2120842	1622500	0.23	113	0.988	"kept"	FALSE	0.35	"primary"	2120842	498342	1622500	0.234973656689183
"SC89_NKI_12P_R24C37yesS_A_W_C1_S1766"	1511195	1143365	0.24	80	0.945	"kept"	FALSE	0.32	"primary"	1511195	367830	1143365	0.243403399296583
"SC89_NKI_12P_R24C39yesS_A_W_C1_S1768"	2379897	1749647	0.26	129	0.316	"removed"	TRUE	0.02	"primary"	2379897	630250	1749647	0.264822385170451
"SC89_NKI_12P_R24C40yesS_A_W_C1_S1769"	1812433	1361704	0.25	95	0.99	"kept"	FALSE	0.37	"primary"	1812433	450729	1361704	0.248687261818782
"SC89_NKI_12P_R24C45yesS_A_W_C2_S1774"	1385819	1098090	0.21	77	0.981	"kept"	FALSE	0.31	"primary"	1385819	287729	1098090	0.207623795026623
"SC89_NKI_12P_R24C46yesS_A_W_C2_S1775"	1499926	1089291	0.27	74	0.981	"kept"	FALSE	0.37	"primary"	1499926	410635	1089291	0.273770172661851
"SC89_NKI_12P_R24C52yesS_A_W_C2_S1781"	1959844	1437946	0.27	100	0.994	"kept"	FALSE	0.32	"primary"	1959844	521898	1437946	0.266295684758583
"SC89_NKI_12P_R24C54yesS_A_W_C1_S1783"	1995223	1499436	0.25	103	0.97	"kept"	FALSE	0.35	"primary"	1995223	495787	1499436	0.248487011226314
"SC89_NKI_12P_R24C5yesS_A_W_C1_S1734"	1795553	1340883	0.25	97	0.85	"kept"	TRUE	0.01	"primary"	1795553	454670	1340883	0.253220038617629
"SC89_NKI_12P_R24C60yesS_A_W_C1_S1789"	1434267	1053303	0.27	71	0.949	"kept"	FALSE	0.38	"primary"	1434267	380964	1053303	0.265615816301986
"SC89_NKI_12P_R24C62yesS_A_W_C1_S1791"	1475914	1146365	0.22	78	0.992	"kept"	FALSE	0.34	"primary"	1475914	329549	1146365	0.223284690029365
"SC89_NKI_12P_R24C63yesS_A_W_C2_S1792"	1900019	1453935	0.23	100	0.972	"kept"	FALSE	0.35	"primary"	1900019	446084	1453935	0.234778704844531
"SC89_NKI_12P_R24C65yesS_A_W_C2_S1794"	1317420	931229	0.29	61	0.992	"kept"	FALSE	0.38	"primary"	1317420	386191	931229	0.293141898559305
"SC89_NKI_12P_R24C71yesS_A_W_C2_S1800"	1860792	1396697	0.25	96	0.992	"kept"	FALSE	0.35	"primary"	1860792	464095	1396697	0.249407241647642
"SC89_NKI_12P_R25C14yesS_A_W_C2_S1815"	1323330	984896	0.26	63	0.977	"kept"	FALSE	0.35	"primary"	1323330	338434	984896	0.255744221018189
"SC89_NKI_12P_R25C17yesS_A_W_C2_S1818"	2042233	1547746	0.24	105	0.986	"kept"	FALSE	0.39	"primary"	2042233	494487	1547746	0.242130550235943
"SC89_NKI_12P_R25C1yesS_A_W_C1_S1802"	1209056	891496	0.26	65	0.407	"removed"	FALSE	0.14	"primary"	1209056	317560	891496	0.262651192335177
"SC89_NKI_12P_R25C25yesS_A_W_C1_S1826"	1358166	998399	0.26	66	0.938	"kept"	FALSE	0.39	"primary"	1358166	359767	998399	0.264891773170584
"SC89_NKI_12P_R25C26yesS_A_W_C1_S1827"	950580	701585	0.26	51	1	"kept"	TRUE	0.01	"primary"	950580	248995	701585	0.261940078688801
"SC89_NKI_12P_R25C3yesS_A_W_C1_S1804"	995484	735429	0.26	54	0.999	"kept"	TRUE	0.01	"primary"	995484	260055	735429	0.261234736068083
"SC89_NKI_12P_R25C40yesS_A_W_C1_S1841"	1074991	779547	0.27	53	0.927	"kept"	FALSE	0.29	"primary"	1074991	295444	779547	0.274833928842195
"SC89_NKI_12P_R25C41yesS_A_W_C1_S1842"	1712321	1239212	0.28	85	0.95	"kept"	FALSE	0.31	"primary"	1712321	473109	1239212	0.276296909282781
"SC89_NKI_12P_R25C42yesS_A_W_C1_S1843"	1095607	830527	0.24	56	0.931	"kept"	FALSE	0.4	"primary"	1095607	265080	830527	0.241948070795459
"SC89_NKI_12P_R25C45yesS_A_W_C2_S1846"	2016620	1525299	0.24	107	0.939	"kept"	FALSE	0.36	"primary"	2016620	491321	1525299	0.243635885789093
"SC89_NKI_12P_R25C48yesS_A_W_C2_S1849"	1266343	921234	0.27	63	0.979	"kept"	FALSE	0.35	"primary"	1266343	345109	921234	0.272524110766198
"SC89_NKI_12P_R25C53yesS_A_W_C2_S1854"	1300281	924717	0.29	68	0.815	"kept"	TRUE	0.01	"primary"	1300281	375564	924717	0.288832952261857
"SC89_NKI_12P_R25C55yesS_A_W_C1_S1856"	1319791	970825	0.26	69	0.486	"removed"	TRUE	0.03	"primary"	1319791	348966	970825	0.264410046742249
"SC89_NKI_12P_R25C5yesS_A_W_C1_S1806"	1186435	904377	0.24	64	0.422	"removed"	TRUE	0.03	"primary"	1186435	282058	904377	0.237735737735316
"SC89_NKI_12P_R25C64yesS_A_W_C2_S1865"	1071522	813761	0.24	55	0.64	"removed"	FALSE	0.66	"primary"	1071522	257761	813761	0.240555956853896
"SC89_NKI_12P_R25C65yesS_A_W_C2_S1866"	508761	353428	0.31	25	0.361	"removed"	FALSE	0.18	"primary"	508761	155333	353428	0.305316248690446
"SC89_NKI_12P_R25C71yesS_A_W_C2_S1872"	1456736	1070082	0.27	71	0.963	"kept"	FALSE	0.28	"primary"	1456736	386654	1070082	0.265424895107967
"SC89_NKI_12P_R26C16yesS_A_W_C2_S1889"	1719904	1256191	0.27	87	0.881	"kept"	FALSE	0.26	"primary"	1719904	463713	1256191	0.269615629709565
"SC89_NKI_12P_R26C18yesS_A_W_C1_S1891"	2028886	1455687	0.28	104	0.735	"removed"	TRUE	0.01	"primary"	2028886	573199	1455687	0.282519076971303
"SC89_NKI_12P_R26C22yesS_A_W_C1_S1895"	1987276	1499814	0.25	102	0.991	"kept"	FALSE	0.34	"primary"	1987276	487462	1499814	0.245291544808069
"SC89_NKI_12P_R26C23yesS_A_W_C1_S1896"	1885777	1365124	0.28	93	0.991	"kept"	FALSE	0.3	"primary"	1885777	520653	1365124	0.276094681396581
"SC89_NKI_12P_R26C43yesS_A_W_C1_S1916"	1571868	1140622	0.27	76	0.989	"kept"	FALSE	0.35	"primary"	1571868	431246	1140622	0.27435255377678
"SC89_NKI_12P_R26C45yesS_A_W_C2_S1918"	1614512	1208386	0.25	81	0.98	"kept"	FALSE	0.36	"primary"	1614512	406126	1208386	0.251547216744131
"SC89_NKI_12P_R26C46yesS_A_W_C2_S1919"	2562489	1910725	0.25	128	0.97	"kept"	FALSE	0.36	"primary"	2562489	651764	1910725	0.254348018664665
"SC89_NKI_12P_R26C51yesS_A_W_C2_S1924"	1658433	1209803	0.27	82	0.945	"kept"	FALSE	0.36	"primary"	1658433	448630	1209803	0.270514395215242
"SC89_NKI_12P_R26C55yesS_A_W_C1_S1928"	2278832	1737414	0.24	119	0.991	"kept"	FALSE	0.35	"primary"	2278832	541418	1737414	0.237585745680243
"SC89_NKI_12P_R26C58yesS_A_W_C1_S1931"	1780158	1334612	0.25	90	0.989	"kept"	FALSE	0.34	"primary"	1780158	445546	1334612	0.250284525306181
"SC89_NKI_12P_R26C62yesS_A_W_C1_S1935"	774160	570980	0.26	38	0.973	"kept"	FALSE	0.35	"primary"	774160	203180	570980	0.262452206262271
"SC89_NKI_12P_R26C63yesS_A_W_C2_S1936"	1334137	987034	0.26	65	0.976	"kept"	FALSE	0.38	"primary"	1334137	347103	987034	0.260170432271948
"SC89_NKI_12P_R26C67yesS_A_W_C2_S1940"	1797803	1316164	0.27	89	0.993	"kept"	FALSE	0.35	"primary"	1797803	481639	1316164	0.26790421419922
"SC89_NKI_12P_R26C68yesS_A_W_C2_S1941"	1220351	878446	0.28	58	0.986	"kept"	FALSE	0.38	"primary"	1220351	341905	878446	0.280169393887496
"SC89_NKI_12P_R26C6yesS_A_W_C1_S1879"	251427	199482	0.21	12	0.791	"removed"	FALSE	0.33	"primary"	251427	51945	199482	0.206600723072701
"SC89_NKI_12P_R27C0yesS_D_W_D1_S1945"	1249467	904514	0.28	66	0.808	"kept"	TRUE	0.01	"primary"	1249467	344953	904514	0.276080120563408
"SC89_NKI_12P_R27C13yesS_D_W_D2_S1958"	1166491	833382	0.29	61	0.29	"removed"	TRUE	0.05	"primary"	1166491	333109	833382	0.285564997929688
"SC89_NKI_12P_R27C17yesS_D_W_D2_S1962"	1205632	895711	0.26	66	0.679	"removed"	TRUE	0.02	"primary"	1205632	309921	895711	0.257061026913685
"SC89_NKI_12P_R27C31yesS_D_W_D2_S1976"	1291911	1004040	0.22	73	0.484	"removed"	FALSE	0.19	"primary"	1291911	287871	1004040	0.222825720966847
"SC89_NKI_12P_R27C35yesS_D_W_D2_S1980"	995164	770444	0.23	58	0.897	"kept"	TRUE	0.01	"primary"	995164	224720	770444	0.22581202696239
"SC89_NKI_12P_R27C43yesS_D_W_D1_S1988"	1474492	1065745	0.28	78	0.85	"kept"	TRUE	0.01	"primary"	1474492	408747	1065745	0.277212083890587
"SC89_NKI_12P_R27C46yesS_D_W_D2_S1991"	1157245	822537	0.29	60	0.745	"removed"	TRUE	0.01	"primary"	1157245	334708	822537	0.289228296514567
"SC89_NKI_12P_R27C47yesS_D_W_D2_S1992"	1548846	1149122	0.26	85	0.418	"removed"	TRUE	0.05	"primary"	1548846	399724	1149122	0.258078595289654
"SC89_NKI_12P_R27C5yesS_D_W_D1_S1950"	1458013	1064064	0.27	78	0.509	"removed"	TRUE	0.03	"primary"	1458013	393949	1064064	0.270195807581963
"SC89_NKI_12P_R27C65yesS_D_W_D2_S2010"	1280747	899228	0.3	65	0.911	"kept"	TRUE	0.01	"primary"	1280747	381519	899228	0.297887873248971
"SC89_NKI_12P_R27C6yesS_D_W_D1_S1951"	1336777	964901	0.28	71	0.799	"removed"	TRUE	0.02	"primary"	1336777	371876	964901	0.278188508629338
"SC89_NKI_12P_R27C71yesS_D_W_D2_S2016"	1774388	1299252	0.27	94	0.917	"kept"	TRUE	0.01	"primary"	1774388	475136	1299252	0.267774579178849
"SC89_NKI_12P_R27C7yesS_D_W_D1_S1952"	1391705	1020198	0.27	75	0.872	"kept"	TRUE	0.02	"primary"	1391705	371507	1020198	0.266943784781976
"SC89_NKI_12P_R28C10yesS_D_W_D2_S2027"	382178	285847	0.25	21	0.483	"removed"	TRUE	0.02	"primary"	382178	96331	285847	0.252057941587428
"SC89_NKI_12P_R28C13yesS_D_W_D2_S2030"	1139228	846988	0.26	63	0.866	"kept"	TRUE	0.01	"primary"	1139228	292240	846988	0.256524593847764
"SC89_NKI_12P_R28C17yesS_D_W_D2_S2034"	967767	755219	0.22	56	0.832	"kept"	TRUE	0.01	"primary"	967767	212548	755219	0.219627244987688
"SC89_NKI_12P_R28C24yesS_D_W_D1_S2041"	1584791	1126456	0.29	83	0.678	"removed"	TRUE	0.01	"primary"	1584791	458335	1126456	0.289208482380326
"SC89_NKI_12P_R28C25yesS_D_W_D1_S2042"	1240741	907368	0.27	67	0.881	"kept"	TRUE	0.02	"primary"	1240741	333373	907368	0.268688630423271
"SC89_NKI_12P_R28C26yesS_D_W_D1_S2043"	1365011	1022010	0.25	76	0.794	"removed"	TRUE	0.01	"primary"	1365011	343001	1022010	0.251280758909635
"SC89_NKI_12P_R28C27yesS_D_W_D2_S2044"	822726	593347	0.28	44	0.793	"removed"	TRUE	0.01	"primary"	822726	229379	593347	0.278803635718331
"SC89_NKI_12P_R28C28yesS_D_W_D2_S2045"	1095325	817424	0.25	60	0.895	"kept"	TRUE	0.01	"primary"	1095325	277901	817424	0.253715563873736
"SC89_NKI_12P_R28C29yesS_D_W_D2_S2046"	1277730	923525	0.28	68	0.912	"kept"	TRUE	0.01	"primary"	1277730	354205	923525	0.277214278446933
"SC89_NKI_12P_R28C37yesS_D_W_D1_S2054"	1245763	902461	0.28	66	0.784	"removed"	TRUE	0.01	"primary"	1245763	343302	902461	0.275575691363446
"SC89_NKI_12P_R28C45yesS_D_W_D2_S2062"	1831423	1358320	0.26	100	0.91	"kept"	TRUE	0.04	"primary"	1831423	473103	1358320	0.258325356840009
"SC89_NKI_12P_R28C46yesS_D_W_D2_S2063"	1502448	1084271	0.28	80	0.994	"kept"	TRUE	0.01	"primary"	1502448	418177	1084271	0.278330431402618
"SC89_NKI_12P_R28C51yesS_D_W_D2_S2068"	1663151	1203602	0.28	88	0.306	"removed"	TRUE	0.04	"primary"	1663151	459549	1203602	0.276312253066619
"SC89_NKI_12P_R28C56yesS_D_W_D1_S2073"	1835882	1330628	0.28	97	0.892	"kept"	TRUE	0.01	"primary"	1835882	505254	1330628	0.275210498278212
"SC89_NKI_12P_R28C59yesS_D_W_D1_S2076"	1097219	781364	0.29	56	0.8	"kept"	TRUE	0.01	"primary"	1097219	315855	781364	0.287868693487809
"SC89_NKI_12P_R28C5yesS_D_W_D1_S2022"	1292397	961665	0.26	69	0.428	"removed"	FALSE	0.25	"primary"	1292397	330732	961665	0.255905886503915
"SC89_NKI_12P_R28C62yesS_D_W_D1_S2079"	1024187	758511	0.26	56	0.567	"removed"	FALSE	0.08	"primary"	1024187	265676	758511	0.259401847514175
"SC89_NKI_12P_R28C67yesS_D_W_D2_S2084"	1311644	891411	0.32	65	0.87	"kept"	TRUE	0.01	"primary"	1311644	420233	891411	0.320386476818405
"SC89_NKI_12P_R28C69yesS_D_W_D2_S2086"	1006807	742606	0.26	54	0.988	"kept"	TRUE	0.01	"primary"	1006807	264201	742606	0.262414742845451
"SC89_NKI_12P_R28C7yesS_D_W_D1_S2024"	460627	370686	0.2	24	0.707	"removed"	FALSE	0.7	"primary"	460627	89941	370686	0.195257768215932
"SC89_NKI_12P_R29C10yesS_D_W_D2_S2099"	1564490	1111937	0.29	81	0.911	"kept"	TRUE	0.01	"primary"	1564490	452553	1111937	0.289265511444624
"SC89_NKI_12P_R29C17yesS_D_W_D2_S2106"	1141031	839336	0.26	60	0.809	"kept"	TRUE	0.01	"primary"	1141031	301695	839336	0.264405612117462
"SC89_NKI_12P_R29C24yesS_D_W_D1_S2113"	2604412	1940605	0.25	143	0.837	"kept"	TRUE	0.01	"primary"	2604412	663807	1940605	0.254877876465014
"SC89_NKI_12P_R29C25yesS_D_W_D1_S2114"	1390090	997287	0.28	73	0.471	"removed"	TRUE	0.07	"primary"	1390090	392803	997287	0.282573790186247
"SC89_NKI_12P_R29C28yesS_D_W_D2_S2117"	1404852	1039103	0.26	76	1	"kept"	TRUE	0	"primary"	1404852	365749	1039103	0.260346997406132
"SC89_NKI_12P_R29C29yesS_D_W_D2_S2118"	1542063	1117320	0.28	81	0.995	"kept"	TRUE	0.01	"primary"	1542063	424743	1117320	0.27543816303225
"SC89_NKI_12P_R29C32yesS_D_W_D2_S2121"	1172620	867680	0.26	63	0.824	"kept"	TRUE	0.02	"primary"	1172620	304940	867680	0.26005014412171
"SC89_NKI_12P_R29C40yesS_D_W_D1_S2129"	1662455	1210011	0.27	89	0.867	"kept"	TRUE	0.02	"primary"	1662455	452444	1210011	0.272154133495343
"SC89_NKI_12P_R29C44yesS_D_W_D1_S2133"	1206963	944725	0.22	72	0.52	"removed"	TRUE	0.07	"primary"	1206963	262238	944725	0.217270951967873
"SC89_NKI_12P_R29C48yesS_D_W_D2_S2137"	1556558	1151735	0.26	86	0.351	"removed"	TRUE	0.04	"primary"	1556558	404823	1151735	0.260075756894379
"SC89_NKI_12P_R29C59yesS_D_W_D1_S2148"	609869	430648	0.29	30	0.402	"removed"	FALSE	0.14	"primary"	609869	179221	430648	0.293868027396047
"SC89_NKI_12P_R29C5yesS_D_W_D1_S2094"	1406297	1019256	0.28	71	0.51	"removed"	FALSE	0.42	"primary"	1406297	387041	1019256	0.27521995709299
"SC89_NKI_12P_R29C61yesS_D_W_D1_S2150"	1288043	920851	0.29	68	0.899	"kept"	TRUE	0.01	"primary"	1288043	367192	920851	0.285077439184872
"SC89_NKI_12P_R29C71yesS_D_W_D2_S2160"	1170409	856724	0.27	63	1	"kept"	TRUE	0	"primary"	1170409	313685	856724	0.268013147540731
"SC89_NKI_12P_R29C8yesS_D_W_D1_S2097"	809249	603158	0.25	44	0.557	"removed"	TRUE	0.03	"primary"	809249	206091	603158	0.254669452788944
"SC89_NKI_12P_R2C13yesS_A_W_A2_S158"	1960811	1461860	0.25	99	0.975	"kept"	FALSE	0.32	"primary"	1960811	498951	1461860	0.254461546778348
"SC89_NKI_12P_R2C14yesS_A_W_A2_S159"	1694784	1261110	0.26	92	0.993	"kept"	TRUE	0	"primary"	1694784	433674	1261110	0.255887475926136
"SC89_NKI_12P_R2C16yesS_A_W_A2_S161"	1908462	1473085	0.23	101	0.991	"kept"	FALSE	0.35	"primary"	1908462	435377	1473085	0.228129771512349
"SC89_NKI_12P_R2C1yesS_A_W_A1_S146"	977451	782126	0.2	54	0.99	"kept"	FALSE	0.3	"primary"	977451	195325	782126	0.199830988970291
"SC89_NKI_12P_R2C21yesS_A_W_A1_S166"	1474291	1092409	0.26	72	0.971	"kept"	FALSE	0.39	"primary"	1474291	381882	1092409	0.259027559688013
"SC89_NKI_12P_R2C22yesS_A_W_A1_S167"	1446845	1110023	0.23	81	0.281	"removed"	TRUE	0.06	"primary"	1446845	336822	1110023	0.232797569884818
"SC89_NKI_12P_R2C23yesS_A_W_A1_S168"	1268240	945266	0.25	63	0.989	"kept"	FALSE	0.37	"primary"	1268240	322974	945266	0.254663155238756
"SC89_NKI_12P_R2C27yesS_A_W_A2_S172"	1819449	1399271	0.23	96	0.983	"kept"	FALSE	0.35	"primary"	1819449	420178	1399271	0.230936948493747
"SC89_NKI_12P_R2C28yesS_A_W_A2_S173"	1528103	1227705	0.2	85	0.975	"kept"	FALSE	0.37	"primary"	1528103	300398	1227705	0.196582298444542
"SC89_NKI_12P_R2C39yesS_A_W_A1_S184"	1156424	867865	0.25	59	0.882	"kept"	FALSE	0.38	"primary"	1156424	288559	867865	0.249526990100517
"SC89_NKI_12P_R2C3yesS_A_W_A1_S148"	927809	732761	0.21	49	0.973	"kept"	FALSE	0.39	"primary"	927809	195048	732761	0.210224302631253
"SC89_NKI_12P_R2C46yesS_A_W_A2_S191"	856184	637269	0.26	43	0.969	"kept"	FALSE	0.37	"primary"	856184	218915	637269	0.255686861702625
"SC89_NKI_12P_R2C51yesS_A_W_A2_S196"	852664	659389	0.23	45	0.944	"kept"	FALSE	0.39	"primary"	852664	193275	659389	0.226671936425133
"SC89_NKI_12P_R2C54yesS_A_W_A1_S199"	546230	422616	0.23	29	0.515	"removed"	FALSE	0.48	"primary"	546230	123614	422616	0.226303937901617
"SC89_NKI_12P_R2C58yesS_A_W_A1_S203"	1301044	1019212	0.22	70	0.992	"kept"	FALSE	0.35	"primary"	1301044	281832	1019212	0.216619883724148
"SC89_NKI_12P_R2C59yesS_A_W_A1_S204"	1051945	812168	0.23	55	0.977	"kept"	FALSE	0.38	"primary"	1051945	239777	812168	0.227936821792014
"SC89_NKI_12P_R30C11yesS_D_W_D2_S2172"	1853109	1366730	0.26	100	0.676	"removed"	TRUE	0.01	"primary"	1853109	486379	1366730	0.262466482004027
"SC89_NKI_12P_R30C12yesS_D_W_D2_S2173"	902959	653241	0.28	47	0.893	"kept"	TRUE	0.01	"primary"	902959	249718	653241	0.276555192428449
"SC89_NKI_12P_R30C25yesS_D_W_D1_S2186"	1521759	1127804	0.26	83	0.936	"kept"	TRUE	0.01	"primary"	1521759	393955	1127804	0.258881334035153
