sample	reads_total	reads_assigned_bins	percentage_duplicates	median_bin_count	filter_corr_value	ReadsKept	MedianBinCount	dups_percentage	sample_name	over_disp
MDA231-9x-cell3510_S3510_R1_001	1591375	1316322	0.17	204	0.96	1316322	204	0.172839839761213	arc_well_mda231	0.00431755148317901
MDA231-9x-cell3521_S3521_R1_001	963412	814529	0.15	118	0.967	814529	118	0.154537207342238	arc_well_mda231	0.0117166019403137
MDA231-9x-cell3533_S3533_R1_001	878492	747695	0.15	114	0.977	747695	114	0.148888094598471	arc_well_mda231	0.00238789290125801
MDA231-9x-cell3543_S3543_R1_001	1098578	938226	0.15	142	0.937	938226	142	0.145963236110681	arc_well_mda231	0.00558128805164676
MDA231-9x-cell3549_S3549_R1_001	1134477	946085	0.17	142	0.982	946085	142	0.166060660551073	arc_well_mda231	0.00334727710943722
MDA231-9x-cell3550_S3550_R1_001	1292950	1085389	0.16	162	0.99	1085389	162	0.160532889902935	arc_well_mda231	0.00297333070011439
MDA231-9x-cell3553_S3553_R1_001	1369055	1142243	0.17	174	0.898	1142243	174	0.16567048073306	arc_well_mda231	0.0130095082454195
MDA231-9x-cell3554_S3554_R1_001	1290033	1093890	0.15	156	0.928	1093890	156	0.152044947687385	arc_well_mda231	0.0135431263685404
MDA231-9x-cell3555_S3555_R1_001	1109906	937548	0.16	148	0.941	937548	148	0.155290628215362	arc_well_mda231	0.00484428027362694
MDA231-9x-cell3558_S3558_R1_001	1298828	1084534	0.16	158	0.96	1084534	158	0.164990283547937	arc_well_mda231	0.0106305765509439
MDA231-9x-cell3564_S3564_R1_001	990972	844429	0.15	126	0.982	844429	126	0.147878042971951	arc_well_mda231	0.00271013770483668
MDA231-9x-cell3573_S3573_R1_001	1125845	948411	0.16	138	0.952	948411	138	0.157600735447597	arc_well_mda231	0.00201034928764302
MDA231-9x-cell3574_S3574_R1_001	1313500	1113303	0.15	168	0.943	1113303	168	0.152414921964218	arc_well_mda231	0.00555327278020136
MDA231-9x-cell3578_S3578_R1_001	449513	399610	0.11	54	0.858	399610	54	0.111015699212259	arc_well_mda231	0.0152935278644662
MDA231-9x-cell3579_S3579_R1_001	1059571	895973	0.15	138	0.994	895973	138	0.154400224241698	arc_well_mda231	0.00287587923439384
MDA231-9x-cell3584_S3584_R1_001	1192638	1010042	0.15	150	0.904	1010042	150	0.153102617894114	arc_well_mda231	0.00843180690546767
MDA231-9x-cell3586_S3586_R1_001	1284626	1091317	0.15	166	0.973	1091317	166	0.150478816402595	arc_well_mda231	0.00295835015411742
MDA231-9x-cell3601_S3601_R1_001	1920912	1617627	0.16	250	0.893	1617627	250	0.157885941677703	arc_well_mda231	0.00311471736041177
MDA231-9x-cell3606_S3606_R1_001	1669448	1385331	0.17	214	0.96	1385331	214	0.170186193280653	arc_well_mda231	0.00367783252619179
MDA231-9x-cell361_S361_R1_001	1235603	1058533	0.14	156	0.88	1058533	156	0.143306547491387	arc_well_mda231	0.012480079050039
MDA231-9x-cell3621_S3621_R1_001	1747129	1459214	0.16	214	0.952	1459214	214	0.16479321217838	arc_well_mda231	0.00381897037623156
MDA231-9x-cell3624_S3624_R1_001	1179673	973435	0.17	148	0.911	973435	148	0.174826413760423	arc_well_mda231	0.00308242004814261
MDA231-9x-cell3626_S3626_R1_001	1309866	1088788	0.17	156	0.936	1088788	156	0.168779096487732	arc_well_mda231	0.0122845131492575
MDA231-9x-cell3627_S3627_R1_001	1256846	1086061	0.14	152	0.869	1086061	152	0.135883791649892	arc_well_mda231	0.0149139974920778
MDA231-9x-cell3628_S3628_R1_001	1389631	1158297	0.17	160	0.9	1158297	160	0.166471530931593	arc_well_mda231	0.0155854237601136
MDA231-9x-cell3629_S3629_R1_001	983311	832539	0.15	125	0.987	832539	125	0.153330940058639	arc_well_mda231	0.00313186457169117
MDA231-9x-cell3635_S3635_R1_001	1172218	1005621	0.14	156	0.981	1005621	156	0.142121175412765	arc_well_mda231	0.00280355952580866
MDA231-9x-cell3637_S3637_R1_001	1145037	977697	0.15	136	0.887	977697	136	0.146143749066624	arc_well_mda231	0.0147750995863765
MDA231-9x-cell3638_S3638_R1_001	1356289	1149489	0.15	174	0.966	1149489	174	0.152474878141753	arc_well_mda231	0.00550726031267133
MDA231-9x-cell3640_S3640_R1_001	1223621	1015557	0.17	156	0.988	1015557	156	0.170039579248803	arc_well_mda231	0.00300066488521329
MDA231-9x-cell3642_S3642_R1_001	988109	833435	0.16	128	0.977	833435	128	0.156535361989416	arc_well_mda231	0.00307272690876305
MDA231-9x-cell3645_S3645_R1_001	1664227	1402736	0.16	218	0.984	1402736	218	0.157124598987999	arc_well_mda231	0.00366175174899529
MDA231-9x-cell3646_S3646_R1_001	1359498	1157779	0.15	176	0.878	1157779	176	0.148377562894539	arc_well_mda231	0.00572227840391343
MDA231-9x-cell3647_S3647_R1_001	1127725	944182	0.16	144	0.982	944182	144	0.162755104302911	arc_well_mda231	0.00293068090005187
MDA231-9x-cell3649_S3649_R1_001	1247952	1034023	0.17	158	0.93	1034023	158	0.17142406118184	arc_well_mda231	0.00283283093999224
MDA231-9x-cell365_S365_R1_001	1032103	861168	0.17	120	0.853	861168	120	0.165618160203003	arc_well_mda231	0.0129294593091769
MDA231-9x-cell3652_S3652_R1_001	1044052	866362	0.17	132	0.97	866362	132	0.170192672395628	arc_well_mda231	0.00350435512922862
MDA231-9x-cell3659_S3659_R1_001	1021264	861875	0.16	124	0.908	861875	124	0.156070320700622	arc_well_mda231	0.0139236041823233
MDA231-9x-cell3660_S3660_R1_001	919518	779448	0.15	120	0.984	779448	120	0.152329807573098	arc_well_mda231	0.002914626764756
MDA231-9x-cell3666_S3666_R1_001	938931	778894	0.17	120	0.958	778894	120	0.170445964612948	arc_well_mda231	0.00561707947468735
MDA231-9x-cell3668_S3668_R1_001	858325	737237	0.14	114	0.991	737237	114	0.141074767716191	arc_well_mda231	0.0034576691065981
MDA231-9x-cell3675_S3675_R1_001	1572507	1283901	0.18	186	0.854	1283901	186	0.183532410348571	arc_well_mda231	0.0125452688086075
MDA231-9x-cell3682_S3682_R1_001	1114023	932320	0.16	142	0.985	932320	142	0.163105250071139	arc_well_mda231	0.00334313796278653
MDA231-9x-cell3686_S3686_R1_001	1262789	1029762	0.18	152	0.971	1029762	152	0.184533599833385	arc_well_mda231	0.00398970763684033
MDA231-9x-cell3691_S3691_R1_001	1040006	864200	0.17	132	0.984	864200	132	0.16904325551968	arc_well_mda231	0.0021992801315889
MDA231-9x-cell3696_S3696_R1_001	1304444	1064264	0.18	164	0.976	1064264	164	0.184124423892478	arc_well_mda231	0.00271154342773938
MDA231-9x-cell3702_S3702_R1_001	1138772	943023	0.17	140	0.981	943023	140	0.171894813009101	arc_well_mda231	0.00446091966762783
MDA231-9x-cell3706_S3706_R1_001	1669616	1395618	0.16	210	0.93	1395618	210	0.164108393786356	arc_well_mda231	0.00346454235224106
MDA231-9x-cell3707_S3707_R1_001	1275714	1062186	0.17	156	0.877	1062186	156	0.167379208819532	arc_well_mda231	0.0112087766805133
MDA231-9x-cell371_S371_R1_001	1000827	829396	0.17	116	0.898	829396	116	0.17128934371275	arc_well_mda231	0.012983980096051
MDA231-9x-cell3713_S3713_R1_001	1077112	894622	0.17	128	0.952	894622	128	0.169425277965523	arc_well_mda231	0.0128683961047387
MDA231-9x-cell3717_S3717_R1_001	1083160	906604	0.16	136	0.975	906604	136	0.163000849366668	arc_well_mda231	0.00590616459166421
MDA231-9x-cell3721_S3721_R1_001	1210468	989580	0.18	150	0.962	989580	150	0.182481486499437	arc_well_mda231	0.00309507332869392
MDA231-9x-cell3722_S3722_R1_001	312888	276977	0.11	42	0.898	276977	42	0.114772698217893	arc_well_mda231	0.00759582138259256
MDA231-9x-cell3738_S3738_R1_001	1281193	1057079	0.17	162	0.971	1057079	162	0.174926025977351	arc_well_mda231	0.00379053506930602
MDA231-9x-cell3739_S3739_R1_001	918736	763851	0.17	114	0.962	763851	114	0.168584881837655	arc_well_mda231	0.00321990862096638
MDA231-9x-cell3744_S3744_R1_001	1025296	845928	0.17	124	0.922	845928	124	0.174942650707698	arc_well_mda231	0.00889774127534444
MDA231-9x-cell3746_S3746_R1_001	689955	585600	0.15	84	0.906	585600	84	0.151248994499641	arc_well_mda231	0.00969287288062992
MDA231-9x-cell3748_S3748_R1_001	229815	213007	0.07	32	0.947	213007	32	0.0731370885277288	arc_well_mda231	0.00461013140219995
MDA231-9x-cell3757_S3757_R1_001	1280708	1083171	0.15	166	0.954	1083171	166	0.154240466991695	arc_well_mda231	0.00411619118047002
MDA231-9x-cell3761_S3761_R1_001	765755	659688	0.14	98	0.923	659688	98	0.138512970858826	arc_well_mda231	0.00742889831952814
MDA231-9x-cell3769_S3769_R1_001	1612480	1353306	0.16	204	0.893	1353306	204	0.160730055566581	arc_well_mda231	0.00412482205758399
MDA231-9x-cell3776_S3776_R1_001	664759	569242	0.14	82	0.827	569242	82	0.143686659375804	arc_well_mda231	0.00299011291891355
MDA231-9x-cell3779_S3779_R1_001	1512940	1276516	0.16	194	0.965	1276516	194	0.156267928668685	arc_well_mda231	0.00378271148497612
MDA231-9x-cell3783_S3783_R1_001	1116075	935170	0.16	140	0.982	935170	140	0.162090361310844	arc_well_mda231	0.00450283662736643
MDA231-9x-cell3788_S3788_R1_001	1372243	1162472	0.15	172	0.94	1162472	172	0.152867239985921	arc_well_mda231	0.00288912468626796
MDA231-9x-cell3791_S3791_R1_001	1352141	1142858	0.15	176	0.985	1142858	176	0.1547789764529	arc_well_mda231	0.00344889782399833
MDA231-9x-cell3796_S3796_R1_001	935462	779464	0.17	118	0.934	779464	118	0.166760381501333	arc_well_mda231	0.00338772696540452
MDA231-9x-cell3801_S3801_R1_001	948575	795166	0.16	120	0.843	795166	120	0.161725746514509	arc_well_mda231	0.00405197510555382
MDA231-9x-cell3809_S3809_R1_001	654188	567402	0.13	84	0.806	567402	84	0.132662170507561	arc_well_mda231	0.00385480812740601
MDA231-9x-cell3810_S3810_R1_001	1177922	1017457	0.14	156	0.981	1017457	156	0.13622718651999	arc_well_mda231	0.00365486836514642
MDA231-9x-cell3820_S3820_R1_001	1042126	867988	0.17	134	0.958	867988	134	0.167098796114865	arc_well_mda231	0.00486885549442054
MDA231-9x-cell3827_S3827_R1_001	1120748	914343	0.18	138	0.859	914343	138	0.184167181203982	arc_well_mda231	0.00339007749110772
MDA231-9x-cell3839_S3839_R1_001	1673753	1416753	0.15	212	0.92	1416753	212	0.153547148235134	arc_well_mda231	0.00556102489596341
MDA231-9x-cell3847_S3847_R1_001	1249010	1042316	0.17	158	0.93	1042316	158	0.165486265121977	arc_well_mda231	0.00835695372379638
MDA231-9x-cell3856_S3856_R1_001	1384595	1147166	0.17	160	0.816	1147166	160	0.171479024552306	arc_well_mda231	0.0145347297043437
MDA231-9x-cell3866_S3866_R1_001	176753	157574	0.11	22	0.889	157574	22	0.108507352067575	arc_well_mda231	0.0156885145916829
MDA231-9x-cell3878_S3878_R1_001	968906	810355	0.16	124	0.981	810355	124	0.163639197197664	arc_well_mda231	0.00341835357117343
MDA231-9x-cell3881_S3881_R1_001	1068052	911129	0.15	138	0.99	911129	138	0.146924494313011	arc_well_mda231	0.00335074489598655
MDA231-9x-cell3883_S3883_R1_001	462794	389520	0.16	54	0.944	389520	54	0.158329623979568	arc_well_mda231	0.00300455457718337
MDA231-9x-cell389_S389_R1_001	798223	670152	0.16	104	0.963	670152	104	0.160445138764481	arc_well_mda231	0.00307482207538195
MDA231-9x-cell3892_S3892_R1_001	1494274	1246415	0.17	186	0.975	1246415	186	0.165872524048468	arc_well_mda231	0.00597075697772604
MDA231-9x-cell3894_S3894_R1_001	1215230	1023805	0.16	156	0.854	1023805	156	0.157521621421459	arc_well_mda231	0.00564060184698812
MDA231-9x-cell3897_S3897_R1_001	1435298	1197301	0.17	186	0.982	1197301	186	0.165817133445459	arc_well_mda231	0.00351785503882404
MDA231-9x-cell3900_S3900_R1_001	347589	296848	0.15	40	0.934	296848	40	0.145979878534706	arc_well_mda231	0.00400331502001243
MDA231-9x-cell3903_S3903_R1_001	1006566	841597	0.16	128	0.902	841597	128	0.163892879354161	arc_well_mda231	0.00342512498369447
MDA231-9x-cell3904_S3904_R1_001	1478657	1222079	0.17	174	0.91	1222079	174	0.173520972071278	arc_well_mda231	0.0130571877204901
MDA231-9x-cell3909_S3909_R1_001	1337043	1110993	0.17	162	0.809	1110993	162	0.169067113024787	arc_well_mda231	0.00689508043841576
MDA231-9x-cell391_S391_R1_001	1070303	877903	0.18	136	0.965	877903	136	0.179762179494965	arc_well_mda231	0.00385988067264836
MDA231-9x-cell3915_S3915_R1_001	1275557	1063355	0.17	162	0.948	1063355	162	0.166360264574613	arc_well_mda231	0.00450646490933391
MDA231-9x-cell3918_S3918_R1_001	1565501	1306379	0.17	186	0.904	1306379	186	0.165520175330453	arc_well_mda231	0.0128298652417978
MDA231-9x-cell3931_S3931_R1_001	1458001	1226553	0.16	186	0.946	1226553	186	0.158743375347479	arc_well_mda231	0.00376298701939712
MDA231-9x-cell3932_S3932_R1_001	1321421	1095890	0.17	158	0.947	1095890	158	0.170673086018763	arc_well_mda231	0.00648126688935918
MDA231-9x-cell3934_S3934_R1_001	2044239	1716598	0.16	238	0.913	1716598	238	0.160275290707202	arc_well_mda231	0.0132499796443118
MDA231-9x-cell394_S394_R1_001	963826	796048	0.17	120	0.953	796048	120	0.174074988639028	arc_well_mda231	0.0037697866855858
MDA231-9x-cell3944_S3944_R1_001	1015542	851466	0.16	128	0.855	851466	128	0.161564957431598	arc_well_mda231	0.0149334701837113
MDA231-9x-cell3946_S3946_R1_001	837452	738932	0.12	112	0.965	738932	112	0.117642563394678	arc_well_mda231	0.00332401823151786
MDA231-9x-cell3957_S3957_R1_001	1262727	1050802	0.17	146	0.912	1050802	146	0.167831209754761	arc_well_mda231	0.0142773217695969
MDA231-9x-cell396_S396_R1_001	802596	683282	0.15	102	0.868	683282	102	0.148660097982048	arc_well_mda231	0.00323469789208074
MDA231-9x-cell3977_S3977_R1_001	1446656	1192941	0.18	178	0.988	1192941	178	0.175380325384888	arc_well_mda231	0.0026971667125544
MDA231-9x-cell3986_S3986_R1_001	772458	642575	0.17	88	0.941	642575	88	0.168142475060133	arc_well_mda231	0.0221830547442178
MDA231-9x-cell3987_S3987_R1_001	1074243	896529	0.17	140	0.856	896529	140	0.165431843633144	arc_well_mda231	0.00668660583016091
MDA231-9x-cell3988_S3988_R1_001	1660008	1352841	0.19	202	0.916	1352841	202	0.185039469689303	arc_well_mda231	0.0111627529406248
MDA231-9x-cell3994_S3994_R1_001	1193850	983363	0.18	148	0.889	983363	148	0.176309419106253	arc_well_mda231	0.00508388143021746
MDA231-9x-cell3995_S3995_R1_001	2120996	1760090	0.17	262	0.939	1760090	262	0.170158736744435	arc_well_mda231	0.0077391855053755
MDA231-9x-cell3996_S3996_R1_001	1059722	889335	0.16	126	0.81	889335	126	0.160784620872266	arc_well_mda231	0.00484104556540647
MDA231-9x-cell4000_S4000_R1_001	1641485	1343874	0.18	204	0.882	1343874	204	0.181305951623073	arc_well_mda231	0.0120275068395966
MDA231-9x-cell4004_S4004_R1_001	821491	678827	0.17	100	0.993	678827	100	0.173664714525174	arc_well_mda231	0.0049651717301553
MDA231-9x-cell4017_S4017_R1_001	1130354	935371	0.17	128	0.872	935371	128	0.172497288460075	arc_well_mda231	0.0133248054197251
MDA231-9x-cell4018_S4018_R1_001	1359051	1125330	0.17	168	0.975	1125330	168	0.17197367869197	arc_well_mda231	0.00312075371945603
MDA231-9x-cell4019_S4019_R1_001	1013789	853626	0.16	128	0.821	853626	128	0.157984551025904	arc_well_mda231	0.00376012542838576
MDA231-9x-cell4022_S4022_R1_001	852415	706481	0.17	104	0.962	706481	104	0.171200647571899	arc_well_mda231	0.00725053646770456
MDA231-9x-cell4026_S4026_R1_001	774372	625902	0.19	94	0.943	625902	94	0.191729556337264	arc_well_mda231	0.00375239392304207
MDA231-9x-cell4031_S4031_R1_001	565681	468247	0.17	70	0.945	468247	70	0.17224195261994	arc_well_mda231	0.00520330934286988
MDA231-9x-cell4032_S4032_R1_001	951544	779013	0.18	118	0.975	779013	118	0.18131689128406	arc_well_mda231	0.00447487652658657
MDA231-9x-cell4044_S4044_R1_001	677468	548852	0.19	80	0.955	548852	80	0.189848081385394	arc_well_mda231	0.00570503186966516
MDA231-9x-cell4047_S4047_R1_001	1275161	1044763	0.18	148	0.901	1044763	148	0.180681498257867	arc_well_mda231	0.0137532301408482
MDA231-9x-cell4059_S4059_R1_001	1161332	959792	0.17	148	0.97	959792	148	0.173542105100006	arc_well_mda231	0.0047575603855817
MDA231-9x-cell406_S406_R1_001	947406	790749	0.17	112	0.944	790749	112	0.16535360764023	arc_well_mda231	0.0124581733860637
MDA231-9x-cell4061_S4061_R1_001	795295	663974	0.17	102	0.994	663974	102	0.165122375973695	arc_well_mda231	0.00276002920546633
MDA231-9x-cell4063_S4063_R1_001	1425965	1168898	0.18	178	0.858	1168898	178	0.180275813221222	arc_well_mda231	0.0031220195996559
MDA231-9x-cell4068_S4068_R1_001	1214929	1027481	0.15	154	0.978	1027481	154	0.154287205260554	arc_well_mda231	0.00282791706359526
MDA231-9x-cell4069_S4069_R1_001	1369397	1125139	0.18	156	0.909	1125139	156	0.178369019356695	arc_well_mda231	0.0168391012781331
MDA231-9x-cell4070_S4070_R1_001	1111731	918724	0.17	130	0.802	918724	130	0.173609443291588	arc_well_mda231	0.0085246256581478
MDA231-9x-cell4076_S4076_R1_001	2070325	1707661	0.18	256	0.978	1707661	256	0.175172497071716	arc_well_mda231	0.00350942112778228
MDA231-9x-cell4086_S4086_R1_001	1387364	1141366	0.18	156	0.845	1141366	156	0.177313235747792	arc_well_mda231	0.0139730088012513
MDA231-9x-cell409_S409_R1_001	723775	607680	0.16	92	0.991	607680	92	0.160402058650824	arc_well_mda231	0.00361061902742278
MDA231-9x-cell4098_S4098_R1_001	1310364	1058455	0.19	158	0.959	1058455	158	0.192243529278887	arc_well_mda231	0.0026062813954571
MDA231-9x-cell4109_S4109_R1_001	1450092	1226517	0.15	188	0.982	1226517	188	0.154179872725317	arc_well_mda231	0.00480224713809764
MDA231-9x-cell4114_S4114_R1_001	895918	744450	0.17	110	0.981	744450	110	0.169064579570898	arc_well_mda231	0.00340449022191733
MDA231-9x-cell4116_S4116_R1_001	460327	382818	0.17	52	0.971	382818	52	0.16837813119804	arc_well_mda231	0.0160226386257308
MDA231-9x-cell4123_S4123_R1_001	1140653	944972	0.17	146	0.976	944972	146	0.171551733962914	arc_well_mda231	0.00342505323953131
MDA231-9x-cell413_S413_R1_001	777630	646004	0.17	98	0.974	646004	98	0.169265589033345	arc_well_mda231	0.00395564260302183
MDA231-9x-cell4134_S4134_R1_001	1596877	1315185	0.18	198	0.911	1315185	198	0.17640181429127	arc_well_mda231	0.00789566519456182
MDA231-9x-cell4135_S4135_R1_001	1386519	1142715	0.18	160	0.897	1142715	160	0.175838917461643	arc_well_mda231	0.0153744971007679
MDA231-9x-cell4136_S4136_R1_001	549386	455507	0.17	66	0.919	455507	66	0.170879854965361	arc_well_mda231	0.0108383293456161
MDA231-9x-cell4138_S4138_R1_001	550654	455509	0.17	64	0.948	455509	64	0.172785451481329	arc_well_mda231	0.0036441603304423
MDA231-9x-cell414_S414_R1_001	907975	787885	0.13	118	0.916	787885	118	0.132261350808117	arc_well_mda231	0.00321754967541709
MDA231-9x-cell4140_S4140_R1_001	1213672	1033710	0.15	152	0.923	1033710	152	0.148278941921705	arc_well_mda231	0.0101571875594188
MDA231-9x-cell4144_S4144_R1_001	1492693	1219606	0.18	180	0.919	1219606	180	0.182949206568263	arc_well_mda231	0.0112614098866755
MDA231-9x-cell415_S415_R1_001	1141241	974842	0.15	150	0.988	974842	150	0.145805311936743	arc_well_mda231	0.00423698809243353
MDA231-9x-cell4153_S4153_R1_001	862848	717782	0.17	106	0.977	717782	106	0.168124629135143	arc_well_mda231	0.00732456656725116
MDA231-9x-cell4163_S4163_R1_001	873934	740339	0.15	114	0.829	740339	114	0.152866234749993	arc_well_mda231	0.00356680897902536
MDA231-9x-cell4167_S4167_R1_001	769680	641395	0.17	94	0.962	641395	94	0.166673162872882	arc_well_mda231	0.00624511726545472
MDA231-9x-cell4168_S4168_R1_001	284215	244742	0.14	34	0.905	244742	34	0.138884295339796	arc_well_mda231	0.00880347837214526
MDA231-9x-cell4177_S4177_R1_001	1587432	1313861	0.17	198	0.955	1313861	198	0.172335570909494	arc_well_mda231	0.0032477284994796
MDA231-9x-cell4180_S4180_R1_001	827992	675960	0.18	90	0.891	675960	90	0.183615300630924	arc_well_mda231	0.0171164350662487
MDA231-9x-cell4183_S4183_R1_001	1075332	877159	0.18	134	0.958	877159	134	0.184290061116009	arc_well_mda231	0.00573372166688611
MDA231-9x-cell4200_S4200_R1_001	1216727	991148	0.19	148	0.878	991148	148	0.185398203541139	arc_well_mda231	0.00354447921752044
MDA231-9x-cell4201_S4201_R1_001	1120022	919157	0.18	142	0.996	919157	142	0.179340227245536	arc_well_mda231	0.00416852789518385
MDA231-9x-cell4203_S4203_R1_001	1199570	996990	0.17	154	0.993	996990	154	0.168877180989855	arc_well_mda231	0.00321978267800703
MDA231-9x-cell4204_S4204_R1_001	980482	817923	0.17	124	0.939	817923	124	0.165794986547433	arc_well_mda231	0.00324042713888487
MDA231-9x-cell4207_S4207_R1_001	1117338	925946	0.17	140	0.863	925946	140	0.17129284066236	arc_well_mda231	0.00368872849325235
MDA231-9x-cell4213_S4213_R1_001	1249453	1029854	0.18	150	0.877	1029854	150	0.175756110874119	arc_well_mda231	0.0134308092326286
MDA231-9x-cell4218_S4218_R1_001	1083165	901431	0.17	140	0.969	901431	140	0.167780532051903	arc_well_mda231	0.00261529565160449
MDA231-9x-cell4220_S4220_R1_001	1124598	961456	0.15	136	0.922	961456	136	0.145066948367328	arc_well_mda231	0.0133691276158874
MDA231-9x-cell4222_S4222_R1_001	899360	754760	0.16	110	0.826	754760	110	0.160780999822096	arc_well_mda231	0.0175007921585631
MDA231-9x-cell4227_S4227_R1_001	1265052	1056673	0.16	158	0.886	1056673	158	0.164719711126499	arc_well_mda231	0.00993068998774083
MDA231-9x-cell4237_S4237_R1_001	1203865	1003565	0.17	152	0.915	1003565	152	0.166380781898303	arc_well_mda231	0.00313391989147493
MDA231-9x-cell424_S424_R1_001	848073	701950	0.17	108	0.99	701950	108	0.172300026059077	arc_well_mda231	0.00343996562810081
MDA231-9x-cell4243_S4243_R1_001	1093180	915861	0.16	136	0.974	915861	136	0.162204760423718	arc_well_mda231	0.00730860115299909
MDA231-9x-cell4244_S4244_R1_001	1064432	876261	0.18	130	0.964	876261	130	0.176780667999459	arc_well_mda231	0.00546468511123937
MDA231-9x-cell4246_S4246_R1_001	764769	641811	0.16	96	0.818	641811	96	0.16077796040373	arc_well_mda231	0.00307718042144071
MDA231-9x-cell4247_S4247_R1_001	731211	606948	0.17	90	0.957	606948	90	0.169941371232107	arc_well_mda231	0.00471863327655509
MDA231-9x-cell4248_S4248_R1_001	1253767	1043602	0.17	158	0.911	1043602	158	0.167626839755712	arc_well_mda231	0.00332852121302336
MDA231-9x-cell4251_S4251_R1_001	982287	803864	0.18	116	0.891	803864	116	0.181640396340377	arc_well_mda231	0.0116999704096898
MDA231-9x-cell427_S427_R1_001	522010	437298	0.16	66	0.971	437298	66	0.162280416083983	arc_well_mda231	0.00475122060083609
MDA231-9x-cell4279_S4279_R1_001	1516955	1261916	0.17	192	0.93	1261916	192	0.168125620074425	arc_well_mda231	0.00426254003370584
MDA231-9x-cell4280_S4280_R1_001	1249348	1048521	0.16	142	0.882	1048521	142	0.16074544482402	arc_well_mda231	0.0157826489681037
MDA231-9x-cell4281_S4281_R1_001	999466	863669	0.14	128	0.816	863669	128	0.135869554342019	arc_well_mda231	0.00253131302751881
MDA231-9x-cell4286_S4286_R1_001	925319	764643	0.17	110	0.89	764643	110	0.17364390010364	arc_well_mda231	0.00289520924325601
MDA231-9x-cell4291_S4291_R1_001	1480416	1244424	0.16	180	0.859	1244424	180	0.159409247130536	arc_well_mda231	0.0129124382232247
MDA231-9x-cell4317_S4317_R1_001	1326365	1108816	0.16	170	0.948	1108816	170	0.164018954058649	arc_well_mda231	0.00431581309442306
MDA231-9x-cell432_S432_R1_001	1312379	1084979	0.17	162	0.839	1084979	162	0.173273116988309	arc_well_mda231	0.00822859262146456
MDA231-9x-cell4320_S4320_R1_001	728992	614565	0.16	90	0.84	614565	90	0.156966057240683	arc_well_mda231	0.00367478637406984
MDA231-9x-cell4324_S4324_R1_001	842489	711091	0.16	104	0.927	711091	104	0.155964054130084	arc_well_mda231	0.00727821428660531
MDA231-9x-cell4325_S4325_R1_001	921336	786511	0.15	118	0.988	786511	118	0.146336407130515	arc_well_mda231	0.00426476677022576
MDA231-9x-cell4333_S4333_R1_001	1315582	1118522	0.15	168	0.977	1118522	168	0.149789218764015	arc_well_mda231	0.00437830751076743
MDA231-9x-cell4336_S4336_R1_001	761640	627323	0.18	82	0.874	627323	82	0.176352344939867	arc_well_mda231	0.0150144596934527
MDA231-9x-cell4337_S4337_R1_001	1087657	921334	0.15	134	0.917	921334	134	0.152918613128955	arc_well_mda231	0.0115501182652532
MDA231-9x-cell4339_S4339_R1_001	411887	370596	0.1	52	0.942	370596	52	0.100248369091523	arc_well_mda231	0.0133245095202266
MDA231-9x-cell4340_S4340_R1_001	1225361	1030050	0.16	144	0.896	1030050	144	0.159390579592463	arc_well_mda231	0.01680382505823
MDA231-9x-cell4341_S4341_R1_001	1558114	1311260	0.16	202	0.911	1311260	202	0.158431282948488	arc_well_mda231	0.00404649905213215
MDA231-9x-cell4346_S4346_R1_001	1393875	1183947	0.15	162	0.907	1183947	162	0.150607479149852	arc_well_mda231	0.0140750180518715
MDA231-9x-cell4348_S4348_R1_001	1328279	1119452	0.16	170	0.93	1119452	170	0.157216217376018	arc_well_mda231	0.00560418582479866
MDA231-9x-cell435_S435_R1_001	1699962	1418910	0.17	212	0.957	1418910	212	0.165328401458386	arc_well_mda231	0.00332842432099005
MDA231-9x-cell4355_S4355_R1_001	1320521	1117823	0.15	168	0.966	1117823	168	0.153498505514111	arc_well_mda231	0.00427503324345564
MDA231-9x-cell4360_S4360_R1_001	1509736	1273417	0.16	192	0.975	1273417	192	0.15653001584383	arc_well_mda231	0.00323763019237422
MDA231-9x-cell4362_S4362_R1_001	813220	709080	0.13	106	0.825	709080	106	0.128058827869457	arc_well_mda231	0.00275622763870275
MDA231-9x-cell4367_S4367_R1_001	1000416	852016	0.15	124	0.812	852016	124	0.148338291270831	arc_well_mda231	0.0137346809730211
MDA231-9x-cell4368_S4368_R1_001	759727	646713	0.15	88	0.848	646713	88	0.148756066323824	arc_well_mda231	0.0153780904133946
MDA231-9x-cell437_S437_R1_001	1736523	1446184	0.17	218	0.951	1446184	218	0.16719559717896	arc_well_mda231	0.00262515685028938
MDA231-9x-cell4376_S4376_R1_001	1060257	897934	0.15	134	0.928	897934	134	0.153097786668704	arc_well_mda231	0.00817243288240533
MDA231-9x-cell4380_S4380_R1_001	1154732	986841	0.15	150	0.93	986841	150	0.145393909582483	arc_well_mda231	0.0047808170847445
MDA231-9x-cell4394_S4394_R1_001	884387	742968	0.16	108	0.967	742968	108	0.159906240141477	arc_well_mda231	0.0130863758081091
MDA231-9x-cell4397_S4397_R1_001	756641	633278	0.16	96	0.882	633278	96	0.163040332205101	arc_well_mda231	0.00321415155250808
MDA231-9x-cell4398_S4398_R1_001	1192939	990601	0.17	148	0.975	990601	148	0.169613031345274	arc_well_mda231	0.00553823269171571
MDA231-9x-cell4412_S4412_R1_001	867295	717447	0.17	110	0.957	717447	110	0.172776275661684	arc_well_mda231	0.00369311531126903
